,ASVno,totalcount,Rel.abun,taxonomy,Genera
ASV_1,ASV_1,210364,13.70405766,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma;,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma
ASV_3,ASV_3,39552,2.576595275,Fungi;;;;;;,Fungi;;;;;
ASV_4,ASV_4,35277,2.298102536,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia;Metschnikowia reukaufii ,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia
ASV_7,ASV_7,28493,1.856162246,Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;Malassezia restricta ,Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia
ASV_10,ASV_10,22404,1.459497384,Fungi;;;;;;,Fungi;;;;;
ASV_11,ASV_11,22381,1.457999061,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora;Hanseniaspora valbyensis ,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
ASV_9,ASV_9,21888,1.425882822,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma;,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma
ASV_12,ASV_12,20009,1.303476306,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora;Hanseniaspora nectarophila ,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
ASV_13,ASV_13,19887,1.295528677,Fungi;Ascomycota;Eurotiomycetes;Aspergillaceae;Penicillium;Penicillium lapidosum ;,Fungi;Ascomycota;Eurotiomycetes;Aspergillaceae;Penicillium;Penicillium lapidosum 
ASV_14,ASV_14,18278,1.190711176,Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Sporobolomyces;Sporobolomyces roseus ,Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Sporobolomyces
ASV_15,ASV_15,17726,1.154751412,Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Naganishia;,Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Naganishia
ASV_17,ASV_17,15325,0.998339467,Fungi;;;;;;,Fungi;;;;;
ASV_18,ASV_18,14403,0.938276237,Fungi;Ascomycota;Arthoniomycetes;Lichenostigmatales;Phaeococcomycetaceae;Phaeococcomyces;,Fungi;Ascomycota;Arthoniomycetes;Lichenostigmatales;Phaeococcomycetaceae;Phaeococcomyces
ASV_19,ASV_19,14308,0.93208751,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia;,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia
ASV_21,ASV_21,11617,0.75678366,Fungi;;;;;;,Fungi;;;;;
ASV_22,ASV_22,11445,0.745578806,Fungi;;;;;;,Fungi;;;;;
ASV_23,ASV_23,10775,0.70193199,Fungi;Ascomycota;Dothideomycetes;Pleosporales;;Shiraia;,Fungi;Ascomycota;Dothideomycetes;Pleosporales;;Shiraia
ASV_24,ASV_24,10768,0.701475979,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Cuniculitremaceae;Fellomyces;,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Cuniculitremaceae;Fellomyces
ASV_25,ASV_25,10317,0.672095809,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;;;,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;;
ASV_26,ASV_26,10246,0.66747055,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia;,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia
ASV_27,ASV_27,10115,0.65893662,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora;Hanseniaspora valbyensis ,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
ASV_28,ASV_28,9407,0.612814314,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia;,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia
ASV_29,ASV_29,9160,0.596723623,Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;Malassezia restricta ,Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia
ASV_30,ASV_30,9106,0.593205819,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia;Metschnikowia reukaufii ,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia
ASV_32,ASV_32,8198,0.534054613,Fungi;Basidiomycota;Tremellomycetes;Trichosporonales;Trichosporonaceae;;,Fungi;Basidiomycota;Tremellomycetes;Trichosporonales;Trichosporonaceae;
ASV_33,ASV_33,7608,0.495619358,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia;,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia
ASV_34,ASV_34,7607,0.495554214,Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;,Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia
ASV_31,ASV_31,7429,0.483958493,Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;;,Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;
ASV_36,ASV_36,7018,0.457184103,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia;,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia
ASV_37,ASV_37,6806,0.443373469,Fungi;;;;;;,Fungi;;;;;
ASV_39,ASV_39,6509,0.424025552,Fungi;;;;;;,Fungi;;;;;
ASV_40,ASV_40,6495,0.423113529,Fungi;;;;;;,Fungi;;;;;
ASV_41,ASV_41,6477,0.421940928,Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Rhodosporidiobolus;,Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Rhodosporidiobolus
ASV_42,ASV_42,6473,0.42168035,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Vishniacozyma;Vishniacozyma tephrensis ,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Vishniacozyma
ASV_38,ASV_38,6435,0.419204859,Fungi;Ascomycota;;;;;,Fungi;Ascomycota;;;;
ASV_44,ASV_44,6251,0.407218271,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia;Metschnikowia reukaufii ,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia
ASV_45,ASV_45,6010,0.391518447,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia;,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia
ASV_46,ASV_46,5988,0.390085268,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Vishniacozyma;,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Vishniacozyma
ASV_47,ASV_47,5910,0.385003997,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia;,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia
ASV_48,ASV_48,5824,0.37940157,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia;Metschnikowia reukaufii ,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia
ASV_50,ASV_50,5714,0.372235675,Fungi;Basidiomycota;Wallemiomycetes;Wallemiales;Wallemiaceae;;,Fungi;Basidiomycota;Wallemiomycetes;Wallemiales;Wallemiaceae;
ASV_49,ASV_49,5577,0.363310878,Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;Malassezia restricta ,Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia
ASV_51,ASV_51,5518,0.359467353,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia;Metschnikowia reukaufii ,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia
ASV_52,ASV_52,5321,0.346633886,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria;Alternaria infectoria ,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria
ASV_54,ASV_54,5006,0.326113368,Fungi;;;;;;,Fungi;;;;;
ASV_55,ASV_55,4879,0.317840017,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia;Metschnikowia reukaufii ,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia
ASV_56,ASV_56,4820,0.313996491,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia;Metschnikowia reukaufii ,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia
ASV_57,ASV_57,4691,0.305592851,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;;Candida;Candida parapsilosis ,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;;Candida
ASV_58,ASV_58,4635,0.301944759,Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;Malassezia globosa ,Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia
ASV_60,ASV_60,4484,0.292107939,Fungi;Ascomycota;Dothideomycetes;Dothideales;Saccotheciaceae;;,Fungi;Ascomycota;Dothideomycetes;Dothideales;Saccotheciaceae;
ASV_53,ASV_53,4470,0.291195916,Fungi;Ascomycota;Eurotiomycetes;Aspergillaceae;Penicillium;;,Fungi;Ascomycota;Eurotiomycetes;Aspergillaceae;Penicillium;
ASV_62,ASV_62,4031,0.262597481,Fungi;;;;;;,Fungi;;;;;
ASV_65,ASV_65,3929,0.255952742,Fungi;;;;;;,Fungi;;;;;
ASV_66,ASV_66,3871,0.252174361,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Vishniacozyma;Vishniacozyma tephrensis ,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Vishniacozyma
ASV_67,ASV_67,3863,0.251653205,Fungi;Ascomycota;Cladosporiaceae;Davidiellomyces;;;,Fungi;Ascomycota;Cladosporiaceae;Davidiellomyces;;
ASV_64,ASV_64,3839,0.250089737,Fungi;;;;;;,Fungi;;;;;
ASV_68,ASV_68,3737,0.243444998,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria;Alternaria infectoria ,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria
ASV_69,ASV_69,3722,0.24246783,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Vishniacozyma;,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Vishniacozyma
ASV_71,ASV_71,3714,0.241946674,Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;Malassezia globosa ,Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia
ASV_72,ASV_72,3571,0.23263101,Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;Malassezia globosa ,Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia
ASV_74,ASV_74,3553,0.231458409,Fungi;;;;;;,Fungi;;;;;
ASV_75,ASV_75,3451,0.22481367,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma;,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma
ASV_76,ASV_76,3429,0.223380491,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
ASV_77,ASV_77,3419,0.222729046,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia;Metschnikowia reukaufii ,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia
ASV_78,ASV_78,3394,0.221100434,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Stemphylium;,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Stemphylium
ASV_73,ASV_73,3349,0.218168931,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Bisifusarium;,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Bisifusarium
ASV_81,ASV_81,3346,0.217973498,Fungi;Basidiomycota;Dacrymycetes;;;;,Fungi;Basidiomycota;Dacrymycetes;;;
ASV_82,ASV_82,3343,0.217778064,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Omphalotaceae;Gymnopus;Gymnopus barbipes ,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Omphalotaceae;Gymnopus
ASV_85,ASV_85,3257,0.212175637,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia;,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia
ASV_88,ASV_88,3176,0.206898933,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Phaeotremellaceae;Gelidatrema;,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Phaeotremellaceae;Gelidatrema
ASV_89,ASV_89,3139,0.204488586,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Paraboeremia;Paraboeremia selaginellae ,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Paraboeremia
ASV_90,ASV_90,3132,0.204032575,Fungi;Basidiomycota;Cystobasidiomycetes;;Symmetrosporaceae;Symmetrospora;Symmetrospora oryzicola ,Fungi;Basidiomycota;Cystobasidiomycetes;;Symmetrosporaceae;Symmetrospora
ASV_84,ASV_84,3109,0.202534251,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma;,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma
ASV_93,ASV_93,3105,0.202273673,Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Ceratobasidiaceae;Ceratobasidium;,Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Ceratobasidiaceae;Ceratobasidium
ASV_94,ASV_94,3074,0.200254194,Fungi;Basidiomycota;Wallemiomycetes;Wallemiales;Wallemiaceae;Wallemia;Wallemia sebi ,Fungi;Basidiomycota;Wallemiomycetes;Wallemiales;Wallemiaceae;Wallemia
ASV_95,ASV_95,3039,0.197974136,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Vishniacozyma;,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Vishniacozyma
ASV_80,ASV_80,3029,0.197322691,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Leptosphaeriaceae;Leptosphaeria;,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Leptosphaeriaceae;Leptosphaeria
ASV_96,ASV_96,3014,0.196345524,Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;,Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia
ASV_91,ASV_91,2995,0.195107778,Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Filobasidium;Filobasidium chernovii ,Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Filobasidium
ASV_100,ASV_100,2867,0.186769282,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma;,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma
ASV_101,ASV_101,2862,0.18644356,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Tilachlidiaceae;Tilachlidium;,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Tilachlidiaceae;Tilachlidium
ASV_102,ASV_102,2846,0.185401248,Fungi;Ascomycota;Dothideomycetes;Capnodiales;Neodevriesiaceae;;,Fungi;Ascomycota;Dothideomycetes;Capnodiales;Neodevriesiaceae;
ASV_104,ASV_104,2797,0.182209167,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Cryptococcus;Cryptococcus watticus ,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Cryptococcus
ASV_105,ASV_105,2783,0.181297144,Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Filobasidium;,Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Filobasidium
ASV_106,ASV_106,2781,0.181166855,Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Ramalinaceae;Bacidia;,Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Ramalinaceae;Bacidia
ASV_107,ASV_107,2620,0.170678591,Fungi;Ascomycota;Eurotiomycetes;Aspergillaceae;Penicillium;;,Fungi;Ascomycota;Eurotiomycetes;Aspergillaceae;Penicillium;
ASV_109,ASV_109,2618,0.170548302,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia;Metschnikowia reukaufii ,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia
ASV_97,ASV_97,2611,0.17009229,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium roseopurpureum ,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
ASV_110,ASV_110,2609,0.169962001,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia;Metschnikowia reukaufii ,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia
ASV_112,ASV_112,2554,0.166379054,Fungi;;;;;;,Fungi;;;;;
ASV_113,ASV_113,2500,0.162861251,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Vishniacozyma;,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Vishniacozyma
ASV_114,ASV_114,2460,0.160255471,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia;Metschnikowia reukaufii ,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia
ASV_115,ASV_115,2430,0.158301136,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Niessliaceae;Rosasphaeria;Rosasphaeria moravica ,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Niessliaceae;Rosasphaeria
ASV_117,ASV_117,2414,0.157258824,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia;Metschnikowia reukaufii ,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia
ASV_118,ASV_118,2400,0.156346801,Fungi;Chytridiomycota;Spizellomycetes;Spizellomycetales;;;,Fungi;Chytridiomycota;Spizellomycetes;Spizellomycetales;;
ASV_119,ASV_119,2384,0.155304489,Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;Calyptrozyma;,Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;Calyptrozyma
ASV_120,ASV_120,2360,0.153741021,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma;,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma
ASV_121,ASV_121,2354,0.153350154,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
ASV_122,ASV_122,2314,0.150744374,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia;,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia
ASV_123,ASV_123,2304,0.150092929,Fungi;Ascomycota;Dothideomycetes;Capnodiales;Cladosporiaceae;Cladosporium;Cladosporium austrohemisphaericum ,Fungi;Ascomycota;Dothideomycetes;Capnodiales;Cladosporiaceae;Cladosporium
ASV_124,ASV_124,2286,0.148920328,Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;Malassezia slooffiae ,Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia
ASV_125,ASV_125,2281,0.148594605,Fungi;;;;;;,Fungi;;;;;
ASV_126,ASV_126,2276,0.148268883,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;;Candida;,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;;Candida
ASV_127,ASV_127,2266,0.147617438,Fungi;;;;;;,Fungi;;;;;
ASV_128,ASV_128,2255,0.146900848,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia;Metschnikowia reukaufii ,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia
ASV_129,ASV_129,2253,0.146770559,Fungi;Ascomycota;Dothideomycetes;Mytilinidales;Kirschsteiniotheliaceae;Taeniolella;,Fungi;Ascomycota;Dothideomycetes;Mytilinidales;Kirschsteiniotheliaceae;Taeniolella
ASV_130,ASV_130,2229,0.145207091,Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Mycosphaerellaceae;Ramularia;Ramularia hydrangeae-macrophyllae ,Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Mycosphaerellaceae;Ramularia
ASV_131,ASV_131,2206,0.143708768,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia;,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia
ASV_116,ASV_116,2186,0.142405878,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma;,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma
ASV_133,ASV_133,2100,0.136803451,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia;,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia
ASV_134,ASV_134,2100,0.136803451,Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Sporobolomyces;Sporobolomyces roseus ,Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Sporobolomyces
ASV_135,ASV_135,2098,0.136673162,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma;,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma
ASV_136,ASV_136,2052,0.133676515,Fungi;;;;;;,Fungi;;;;;
ASV_137,ASV_137,2029,0.132178191,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma;,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma
ASV_138,ASV_138,2024,0.131852469,Fungi;Chytridiomycota;Spizellomycetes;Spizellomycetales;;;,Fungi;Chytridiomycota;Spizellomycetes;Spizellomycetales;;
ASV_139,ASV_139,2021,0.131657035,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Vishniacozyma;,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Vishniacozyma
ASV_142,ASV_142,1967,0.128139232,Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Sporobolomyces;Sporobolomyces roseus ,Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Sporobolomyces
ASV_145,ASV_145,1926,0.125468308,Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Filobasidium;,Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Filobasidium
ASV_146,ASV_146,1924,0.125338019,Fungi;Ascomycota;Sordariomycetes;Diaporthales;Valsaceae;Cytospora;Cytospora austromontana ,Fungi;Ascomycota;Sordariomycetes;Diaporthales;Valsaceae;Cytospora
ASV_147,ASV_147,1905,0.124100273,Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Filobasidium;,Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Filobasidium
ASV_149,ASV_149,1890,0.123123106,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia;,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia
ASV_150,ASV_150,1881,0.122536805,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria;Alternaria subcucurbitae ,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria
ASV_132,ASV_132,1876,0.122211083,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Capronia;,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Capronia
ASV_151,ASV_151,1873,0.122015649,Fungi;Ascomycota;Dothideomycetes;Mytilinidales;Kirschsteiniotheliaceae;Taeniolella;,Fungi;Ascomycota;Dothideomycetes;Mytilinidales;Kirschsteiniotheliaceae;Taeniolella
ASV_83,ASV_83,1859,0.121103626,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria;Alternaria tenuissima ,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria
ASV_152,ASV_152,1848,0.120387037,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Bisifusarium;,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Bisifusarium
ASV_156,ASV_156,1781,0.116022355,Fungi;Ascomycota;Dothideomycetes;;;;,Fungi;Ascomycota;Dothideomycetes;;;
ASV_157,ASV_157,1774,0.115566343,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria;Alternaria infectoria ,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria
ASV_140,ASV_140,1768,0.115175476,Fungi;Ascomycota;Sordariomycetes;Hypocreales;;Sarocladium;Sarocladium dejongiae ,Fungi;Ascomycota;Sordariomycetes;Hypocreales;;Sarocladium
ASV_159,ASV_159,1751,0.11406802,Fungi;Ascomycota;Dothideomycetes;Dothideales;Dothideaceae;Endoconidioma;Endoconidioma populi ,Fungi;Ascomycota;Dothideomycetes;Dothideales;Dothideaceae;Endoconidioma
