,ASVno,totalcount,Rel.abun,taxonomy,Genera
ASV_1940,ASV_1940,101,0.006579595,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Sporormiaceae;Preussia;,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Sporormiaceae;Preussia
ASV_1942,ASV_1942,101,0.006579595,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma;,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma
ASV_1943,ASV_1943,100,0.00651445,Fungi;Olpidiomycota;Olpidiomycetes;Olpidiales;Olpidiaceae;Olpidium;,Fungi;Olpidiomycota;Olpidiomycetes;Olpidiales;Olpidiaceae;Olpidium
ASV_1944,ASV_1944,100,0.00651445,Fungi;Ascomycota;Dothideomycetes;Pleosporales;;;,Fungi;Ascomycota;Dothideomycetes;Pleosporales;;
ASV_1945,ASV_1945,100,0.00651445,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Cucurbitariaceae;Pyrenochaetopsis;Pyrenochaetopsis tabarestanensis ,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Cucurbitariaceae;Pyrenochaetopsis
ASV_1946,ASV_1946,100,0.00651445,Fungi;Ascomycota;Dothideomycetes;Acrospermales;Acrospermaceae;Acrospermum;,Fungi;Ascomycota;Dothideomycetes;Acrospermales;Acrospermaceae;Acrospermum
ASV_1947,ASV_1947,100,0.00651445,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma;,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma
ASV_1949,ASV_1949,100,0.00651445,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Mycenaceae;Mycena;,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Mycenaceae;Mycena
ASV_1951,ASV_1951,100,0.00651445,Fungi;Ascomycota;Sordariomycetes;Xylariales;Cryptostroma;Cryptostroma corticale ;,Fungi;Ascomycota;Sordariomycetes;Xylariales;Cryptostroma;Cryptostroma corticale 
ASV_1952,ASV_1952,100,0.00651445,Fungi;;;;;;,Fungi;;;;;
ASV_1953,ASV_1953,100,0.00651445,Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Filobasidium;Filobasidium oeirense ,Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Filobasidium
ASV_1954,ASV_1954,100,0.00651445,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma;,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma
ASV_1956,ASV_1956,100,0.00651445,Fungi;Ascomycota;Dothideomycetes;Mytilinidales;Kirschsteiniotheliaceae;Taeniolella;,Fungi;Ascomycota;Dothideomycetes;Mytilinidales;Kirschsteiniotheliaceae;Taeniolella
ASV_1957,ASV_1957,99,0.006449306,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Capronia;,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Capronia
ASV_1959,ASV_1959,99,0.006449306,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Talaromyces;Talaromyces siglerae ,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Talaromyces
ASV_1960,ASV_1960,99,0.006449306,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
ASV_1962,ASV_1962,99,0.006449306,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma;,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma
ASV_1964,ASV_1964,99,0.006449306,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Bisifusarium;,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Bisifusarium
ASV_1965,ASV_1965,99,0.006449306,Fungi;Ascomycota;Leotiomycetes;Helotiales;;;,Fungi;Ascomycota;Leotiomycetes;Helotiales;;
ASV_1966,ASV_1966,98,0.006384161,Fungi;Ascomycota;Dothideomycetes;Pleosporales;;;,Fungi;Ascomycota;Dothideomycetes;Pleosporales;;
ASV_1967,ASV_1967,98,0.006384161,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
ASV_1968,ASV_1968,98,0.006384161,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma;,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma
ASV_1969,ASV_1969,98,0.006384161,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;;,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;
ASV_1971,ASV_1971,98,0.006384161,Fungi;Ascomycota;Sordariomycetes;Sordariales;;;,Fungi;Ascomycota;Sordariomycetes;Sordariales;;
ASV_1972,ASV_1972,98,0.006384161,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma;,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma
ASV_1973,ASV_1973,97,0.006319017,Fungi;Ascomycota;Sordariomycetes;Hypocreales;;;,Fungi;Ascomycota;Sordariomycetes;Hypocreales;;
ASV_1974,ASV_1974,97,0.006319017,Fungi;Ascomycota;Sordariomycetes;Hypocreales;;Sarocladium;Sarocladium dejongiae ,Fungi;Ascomycota;Sordariomycetes;Hypocreales;;Sarocladium
ASV_1975,ASV_1975,97,0.006319017,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma;,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma
ASV_1977,ASV_1977,97,0.006319017,Fungi;Ascomycota;Dothideomycetes;Capnodiales;Neodevriesiaceae;Neodevriesia;Neodevriesia knoxdaviesii ,Fungi;Ascomycota;Dothideomycetes;Capnodiales;Neodevriesiaceae;Neodevriesia
ASV_1978,ASV_1978,97,0.006319017,Fungi;Ascomycota;Dothideomycetes;Acrospermales;Acrospermaceae;Acrospermum;,Fungi;Ascomycota;Dothideomycetes;Acrospermales;Acrospermaceae;Acrospermum
ASV_1979,ASV_1979,97,0.006319017,Fungi;Ascomycota;Leotiomycetes;;;;,Fungi;Ascomycota;Leotiomycetes;;;
ASV_1980,ASV_1980,97,0.006319017,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Vishniacozyma;,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Vishniacozyma
ASV_1981,ASV_1981,97,0.006319017,Fungi;Basidiomycota;Cystobasidiomycetes;Cystobasidiales;Cystobasidiaceae;Cystobasidium;Cystobasidium slooffiae ,Fungi;Basidiomycota;Cystobasidiomycetes;Cystobasidiales;Cystobasidiaceae;Cystobasidium
ASV_1982,ASV_1982,97,0.006319017,Fungi;Ascomycota;Dothideomycetes;Dothideales;Dothioraceae;Dothiora;Dothiora prunorum ,Fungi;Ascomycota;Dothideomycetes;Dothideales;Dothioraceae;Dothiora
ASV_1983,ASV_1983,96,0.006253872,Fungi;Ascomycota;Dothideomycetes;Acrospermales;Acrospermaceae;Acrospermum;,Fungi;Ascomycota;Dothideomycetes;Acrospermales;Acrospermaceae;Acrospermum
ASV_1984,ASV_1984,96,0.006253872,Fungi;Basidiomycota;Agaricomycetes;Trechisporales;;;,Fungi;Basidiomycota;Agaricomycetes;Trechisporales;;
ASV_1986,ASV_1986,96,0.006253872,Fungi;Ascomycota;Sordariomycetes;Hypocreales;;Fusariella;Fusariella hughesii ,Fungi;Ascomycota;Sordariomycetes;Hypocreales;;Fusariella
ASV_1987,ASV_1987,96,0.006253872,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma;,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma
ASV_1988,ASV_1988,96,0.006253872,Fungi;Ascomycota;Dothideomycetes;Pleosporales;;;,Fungi;Ascomycota;Dothideomycetes;Pleosporales;;
ASV_1989,ASV_1989,96,0.006253872,Fungi;Ascomycota;Dothideomycetes;Acrospermales;Acrospermaceae;Acrospermum;,Fungi;Ascomycota;Dothideomycetes;Acrospermales;Acrospermaceae;Acrospermum
ASV_1992,ASV_1992,96,0.006253872,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma;,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma
ASV_1993,ASV_1993,96,0.006253872,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria;Alternaria tenuissima ,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria
ASV_1994,ASV_1994,96,0.006253872,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma;,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma
ASV_1995,ASV_1995,96,0.006253872,Fungi;Ascomycota;Leotiomycetes;Helotiales;;;,Fungi;Ascomycota;Leotiomycetes;Helotiales;;
ASV_1996,ASV_1996,96,0.006253872,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala;,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala
ASV_1997,ASV_1997,95,0.006188728,Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Ceratobasidiaceae;Ceratobasidium;,Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Ceratobasidiaceae;Ceratobasidium
ASV_1998,ASV_1998,95,0.006188728,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Pterulaceae;Pterula;,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Pterulaceae;Pterula
ASV_1999,ASV_1999,95,0.006188728,Fungi;Ascomycota;Sordariomycetes;Hypocreales;;Acremonium;Acremonium alternatum ,Fungi;Ascomycota;Sordariomycetes;Hypocreales;;Acremonium
ASV_2003,ASV_2003,94,0.006123583,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma;,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma
ASV_2004,ASV_2004,94,0.006123583,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria;Alternaria tenuissima ,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria
ASV_2005,ASV_2005,94,0.006123583,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma;,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma
ASV_2006,ASV_2006,94,0.006123583,Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Ceratobasidiaceae;Ceratobasidium;,Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Ceratobasidiaceae;Ceratobasidium
ASV_2007,ASV_2007,94,0.006123583,Fungi;Basidiomycota;Agaricomycetes;Russulales;Stereaceae;Stereum;Stereum hirsutum ,Fungi;Basidiomycota;Agaricomycetes;Russulales;Stereaceae;Stereum
ASV_2009,ASV_2009,94,0.006123583,Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;;,Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;
ASV_2010,ASV_2010,94,0.006123583,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;;,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;
ASV_2011,ASV_2011,94,0.006123583,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma;,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma
ASV_2012,ASV_2012,94,0.006123583,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma;,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma
ASV_2013,ASV_2013,93,0.006058439,Fungi;Ascomycota;Dothideomycetes;Pleosporales;;;,Fungi;Ascomycota;Dothideomycetes;Pleosporales;;
ASV_2015,ASV_2015,93,0.006058439,Fungi;Ascomycota;Dothideomycetes;;;;,Fungi;Ascomycota;Dothideomycetes;;;
ASV_2016,ASV_2016,93,0.006058439,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Trichoderma;,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Trichoderma
ASV_2018,ASV_2018,93,0.006058439,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora;,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora
ASV_2019,ASV_2019,93,0.006058439,Fungi;Basidiomycota;Tremellomycetes;Cystofilobasidiales;Mrakiaceae;Udeniomyces;Udeniomyces pyricola ,Fungi;Basidiomycota;Tremellomycetes;Cystofilobasidiales;Mrakiaceae;Udeniomyces
ASV_2020,ASV_2020,93,0.006058439,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Vishniacozyma;,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Vishniacozyma
ASV_2021,ASV_2021,92,0.005993294,Fungi;Basidiomycota;Tremellomycetes;Tremellales;;;,Fungi;Basidiomycota;Tremellomycetes;Tremellales;;
ASV_2023,ASV_2023,92,0.005993294,Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Mycosphaerellaceae;;,Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Mycosphaerellaceae;
ASV_2024,ASV_2024,92,0.005993294,Fungi;Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;Botryotinia;,Fungi;Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;Botryotinia
ASV_2025,ASV_2025,92,0.005993294,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Bionectriaceae;Gliomastix;Gliomastix roseogrisea ,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Bionectriaceae;Gliomastix
ASV_2027,ASV_2027,92,0.005993294,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Vishniacozyma;,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Vishniacozyma
ASV_2028,ASV_2028,92,0.005993294,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma;,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma
ASV_2029,ASV_2029,92,0.005993294,Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;Malassezia globosa ,Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia
ASV_2031,ASV_2031,91,0.00592815,Fungi;Ascomycota;Dothideomycetes;Venturiales;Sympoventuriaceae;Scolecobasidium;Scolecobasidium sexuale ,Fungi;Ascomycota;Dothideomycetes;Venturiales;Sympoventuriaceae;Scolecobasidium
ASV_2032,ASV_2032,91,0.00592815,Fungi;Basidiomycota;Cystobasidiomycetes;;;;,Fungi;Basidiomycota;Cystobasidiomycetes;;;
ASV_2033,ASV_2033,91,0.00592815,Fungi;Ascomycota;Dothideomycetes;Acrospermales;Acrospermaceae;Acrospermum;,Fungi;Ascomycota;Dothideomycetes;Acrospermales;Acrospermaceae;Acrospermum
ASV_2034,ASV_2034,91,0.00592815,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Vishniacozyma;Vishniacozyma carnescens ,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Vishniacozyma
ASV_2035,ASV_2035,91,0.00592815,Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Teratosphaeriaceae;;,Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Teratosphaeriaceae;
ASV_2036,ASV_2036,90,0.005863005,Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;Malassezia restricta ,Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia
ASV_2037,ASV_2037,90,0.005863005,Fungi;Ascomycota;Dothideomycetes;Pleosporales;;Shiraia;,Fungi;Ascomycota;Dothideomycetes;Pleosporales;;Shiraia
ASV_2040,ASV_2040,90,0.005863005,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Capronia;,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Capronia
ASV_2041,ASV_2041,90,0.005863005,Fungi;Ascomycota;Archaeorhizomycetes;Archaeorhizomycetales;Archaeorhizomycetaceae;Archaeorhizomyces;,Fungi;Ascomycota;Archaeorhizomycetes;Archaeorhizomycetales;Archaeorhizomycetaceae;Archaeorhizomyces
ASV_2043,ASV_2043,90,0.005863005,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma;,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma
ASV_2044,ASV_2044,90,0.005863005,Fungi;;;;;;,Fungi;;;;;
ASV_2045,ASV_2045,90,0.005863005,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala;,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala
ASV_2046,ASV_2046,90,0.005863005,Fungi;Ascomycota;Leotiomycetes;Helotiales;Myxotrichaceae;Oidiodendron;,Fungi;Ascomycota;Leotiomycetes;Helotiales;Myxotrichaceae;Oidiodendron
ASV_2048,ASV_2048,89,0.005797861,Fungi;Ascomycota;Sordariomycetes;Myrmecridiales;;Atractospora;,Fungi;Ascomycota;Sordariomycetes;Myrmecridiales;;Atractospora
ASV_2049,ASV_2049,89,0.005797861,Fungi;Ascomycota;Dothideomycetes;Pleosporales;;;,Fungi;Ascomycota;Dothideomycetes;Pleosporales;;
ASV_2050,ASV_2050,89,0.005797861,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Sporormiaceae;Preussia;,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Sporormiaceae;Preussia
ASV_2051,ASV_2051,89,0.005797861,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Paraboeremia;Paraboeremia selaginellae ,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Paraboeremia
ASV_2052,ASV_2052,89,0.005797861,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Paraboeremia;Paraboeremia selaginellae ,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Paraboeremia
ASV_2054,ASV_2054,89,0.005797861,Fungi;;;;;;,Fungi;;;;;
ASV_2055,ASV_2055,89,0.005797861,Fungi;Ascomycota;Dothideomycetes;Capnodiales;Neodevriesiaceae;;,Fungi;Ascomycota;Dothideomycetes;Capnodiales;Neodevriesiaceae;
ASV_2056,ASV_2056,89,0.005797861,Fungi;;;;;;,Fungi;;;;;
ASV_2057,ASV_2057,89,0.005797861,Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Wilcoxina;Wilcoxina mikolae ,Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Wilcoxina
ASV_2059,ASV_2059,88,0.005732716,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;;,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;
ASV_2060,ASV_2060,88,0.005732716,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
ASV_2061,ASV_2061,88,0.005732716,Fungi;;;;;;,Fungi;;;;;
ASV_2063,ASV_2063,88,0.005732716,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Bisifusarium;,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Bisifusarium
ASV_2064,ASV_2064,88,0.005732716,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus
ASV_2065,ASV_2065,88,0.005732716,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Lophiostomataceae;Neovaginatispora;Neovaginatispora clematidis ,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Lophiostomataceae;Neovaginatispora
ASV_2066,ASV_2066,88,0.005732716,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Vishniacozyma;,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Vishniacozyma
ASV_2067,ASV_2067,88,0.005732716,Fungi;Ascomycota;;;;;,Fungi;Ascomycota;;;;
ASV_2068,ASV_2068,88,0.005732716,Fungi;Rozellomycota;;;;;,Fungi;Rozellomycota;;;;
ASV_2069,ASV_2069,88,0.005732716,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Cyphellophoraceae;Cyphellophora;,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Cyphellophoraceae;Cyphellophora
ASV_2070,ASV_2070,88,0.005732716,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma;,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma
ASV_2071,ASV_2071,88,0.005732716,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma;,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma
ASV_2072,ASV_2072,88,0.005732716,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Vishniacozyma;,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Vishniacozyma
ASV_2073,ASV_2073,88,0.005732716,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Xenodidymella;,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Xenodidymella
ASV_2074,ASV_2074,88,0.005732716,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala;,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala
ASV_2075,ASV_2075,88,0.005732716,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma;,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma
ASV_2076,ASV_2076,88,0.005732716,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;;,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;
ASV_2078,ASV_2078,87,0.005667572,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora;Hanseniaspora valbyensis ,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
ASV_2079,ASV_2079,87,0.005667572,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Paraboeremia;Paraboeremia selaginellae ,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Paraboeremia
ASV_2080,ASV_2080,87,0.005667572,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Leptosphaeriaceae;Leptosphaeria;,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Leptosphaeriaceae;Leptosphaeria
ASV_2082,ASV_2082,87,0.005667572,Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Ceratobasidiaceae;Ceratobasidium;,Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Ceratobasidiaceae;Ceratobasidium
ASV_2083,ASV_2083,87,0.005667572,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Capronia;,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Capronia
ASV_2084,ASV_2084,87,0.005667572,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Meyerozyma;Meyerozyma carpophila ,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Meyerozyma
ASV_2085,ASV_2085,87,0.005667572,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;Phaeosphaeria;,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;Phaeosphaeria
ASV_2087,ASV_2087,87,0.005667572,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Akanthomyces;,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Akanthomyces
ASV_2088,ASV_2088,87,0.005667572,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Paraboeremia;Paraboeremia selaginellae ,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Paraboeremia
ASV_2090,ASV_2090,86,0.005602427,Fungi;;;;;;,Fungi;;;;;
ASV_2091,ASV_2091,86,0.005602427,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora;Hanseniaspora valbyensis ,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
ASV_2092,ASV_2092,86,0.005602427,Fungi;Basidiomycota;Cystobasidiomycetes;;;;,Fungi;Basidiomycota;Cystobasidiomycetes;;;
ASV_2094,ASV_2094,86,0.005602427,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma;,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma
ASV_2096,ASV_2096,86,0.005602427,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma;,Fungi;Basidiomycota;Cystobasidiomycetes;;Buckleyzymaceae;Buckleyzyma
ASV_2097,ASV_2097,86,0.005602427,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora;,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora
ASV_2098,ASV_2098,86,0.005602427,Fungi;Ascomycota;Leotiomycetes;Helotiales;Hyaloscyphaceae;;,Fungi;Ascomycota;Leotiomycetes;Helotiales;Hyaloscyphaceae;
ASV_2099,ASV_2099,86,0.005602427,Fungi;Ascomycota;Leotiomycetes;Helotiales;;;,Fungi;Ascomycota;Leotiomycetes;Helotiales;;
ASV_2100,ASV_2100,86,0.005602427,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora;,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora
ASV_2102,ASV_2102,86,0.005602427,Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Ceratobasidiaceae;Ceratobasidium;,Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Ceratobasidiaceae;Ceratobasidium
